0.052632	0.15789	0.12083
0.052632	0.26316	0.12083
0.052632	0.36842	0.12083
0.052632	0.47368	0.12083
0.052632	0.57895	0.12083
0.052632	0.68421	0.12083
0.052632	0.78947	0.12083
0.052632	0.89474	0.12083
0.052632	1	0.12083
0.15789	-1	0.36248
0.15789	-0.89474	0.36248
0.15789	-0.78947	0.36248
0.15789	-0.68421	0.36248
0.15789	-0.57895	0.36248
0.15789	-0.47368	0.36248
0.15789	-0.36842	0.36248
0.15789	-0.26316	0.36248
0.15789	-0.15789	0.36248
0.15789	-0.052632	0.36248
0.15789	0.052632	0.36248
0.15789	0.15789	0.36248
0.15789	0.26316	0.36248
0.15789	0.36842	0.36248
0.15789	0.47368	0.36248
0.15789	0.57895	0.36248
0.15789	0.68421	0.36248
0.15789	0.78947	0.36248
0.15789	0.89474	0.36248
0.15789	1	0.36248
0.26316	-1	0.60414
0.26316	-0.89474	0.60414
0.26316	-0.78947	0.60414
0.26316	-0.68421	0.60414
0.26316	-0.57895	0.60414
0.26316	-0.47368	0.60414
0.26316	-0.36842	0.60414
0.26316	-0.26316	0.60414
0.26316	-0.15789	0.60414
0.26316	-0.052632	0.60414
0.26316	0.052632	0.60414
0.26316	0.15789	0.60414
0.26316	0.26316	0.60414
0.26316	0.36842	0.60414
0.26316	0.47368	0.60414
0.26316	0.57895	0.60414
0.26316	0.68421	0.60414
0.26316	0.78947	0.60414
0.26316	0.89474	0.60414
0.26316	1	0.60414
0.36842	-1	0.8458
0.36842	-0.89474	0.8458
0.36842	-0.78947	0.8458
0.36842	-0.68421	0.8458
0.36842	-0.57895	0.8458
0.36842	-0.47368	0.8458
0.36842	-0.36842	0.8458
0.36842	-0.26316	0.8458
0.36842	-0.15789	0.8458
0.36842	-0.052632	0.8458
0.36842	0.052632	0.8458
0.36842	0.15789	0.8458
0.36842	0.26316	0.8458
0.36842	0.36842	0.8458
0.36842	0.47368	0.8458
0.36842	0.57895	0.8458
0.36842	0.68421	0.8458
0.36842	0.78947	0.8458
0.36842	0.89474	0.8458
0.36842	1	0.8458
0.47368	-1	1.0875
0.47368	-0.89474	1.0875
0.47368	-0.78947	1.0875
0.47368	-0.68421	1.0875
0.47368	-0.57895	1.0875
0.47368	-0.47368	1.0875
0.47368	-0.36842	1.0875
0.47368	-0.26316	1.0875
0.47368	-0.15789	1.0875
0.47368	-0.052632	1.0875
0.47368	0.052632	1.0875
0.47368	0.15789	1.0875
0.47368	0.26316	1.0875
0.47368	0.36842	1.0875
0.47368	0.47368	1.0875
0.47368	0.57895	1.0875
0.47368	0.68421	1.0875
0.47368	0.78947	1.0875
0.47368	0.89474	1.0875
0.47368	1	1.0875
0.57895	-1	1.3291
0.57895	-0.89474	1.3291
0.57895	-0.78947	1.3291
0.57895	-0.68421	1.3291
0.57895	-0.57895	1.3291
0.57895	-0.47368	1.3291
0.57895	-0.36842	1.3291
0.57895	-0.26316	1.3291
0.57895	-0.15789	1.3291
0.57895	-0.052632	1.3291
0.57895	0.052632	1.3291
0.57895	0.15789	1.3291
0.57895	0.26316	1.3291
0.57895	0.36842	1.3291
0.57895	0.47368	1.3291
0.57895	0.57895	1.3291
0.57895	0.68421	1.3291
0.57895	0.78947	1.3291
0.57895	0.89474	1.3291
0.57895	1	1.3291
0.68421	-1	1.5708
0.68421	-0.89474	1.5708
0.68421	-0.78947	1.5708
0.68421	-0.68421	1.5708
0.68421	-0.57895	1.5708
0.68421	-0.47368	1.5708
0.68421	-0.36842	1.5708
0.68421	-0.26316	1.5708
0.68421	-0.15789	1.5708
0.68421	-0.052632	1.5708
0.68421	0.052632	1.5708
0.68421	0.15789	1.5708
0.68421	0.26316	1.5708
0.68421	0.36842	1.5708
0.68421	0.47368	1.5708
0.68421	0.57895	1.5708
0.68421	0.68421	1.5708
0.68421	0.78947	1.5708
0.68421	0.89474	1.5708
0.68421	1	1.5708
0.78947	-1	1.8124
0.78947	-0.89474	1.8124
0.78947	-0.78947	1.8124
0.78947	-0.68421	1.8124
0.78947	-0.57895	1.8124
0.78947	-0.47368	1.8124
0.78947	-0.36842	1.8124
0.78947	-0.26316	1.8124
0.78947	-0.15789	1.8124
0.78947	-0.052632	1.8124
0.78947	0.052632	1.8124
0.78947	0.15789	1.8124
0.78947	0.26316	1.8124
0.78947	0.36842	1.8124
0.78947	0.47368	1.8124
0.78947	0.57895	1.8124
0.78947	0.68421	1.8124
0.78947	0.78947	1.8124
0.78947	0.89474	1.8124
0.78947	1	1.8124
0.89474	-1	2.0541
0.89474	-0.89474	2.0541
0.89474	-0.78947	2.0541
0.89474	-0.68421	2.0541
0.89474	-0.57895	2.0541
0.89474	-0.47368	2.0541
0.89474	-0.36842	2.0541
0.89474	-0.26316	2.0541
0.89474	-0.15789	2.0541
0.89474	-0.052632	2.0541
0.89474	0.052632	2.0541
0.89474	0.15789	2.0541
0.89474	0.26316	2.0541
0.89474	0.36842	2.0541
0.89474	0.47368	2.0541
0.89474	0.57895	2.0541
0.89474	0.68421	2.0541
0.89474	0.78947	2.0541
0.89474	0.89474	2.0541
0.89474	1	2.0541
1	-1	2.2957
1	-0.89474	2.2957
1	-0.78947	2.2957
1	-0.68421	2.2957
1	-0.57895	2.2957
1	-0.47368	2.2957
1	-0.36842	2.2957
1	-0.26316	2.2957
1	-0.15789	2.2957
1	-0.052632	2.2957
1	0.052632	2.2957
1	0.15789	2.2957
1	0.26316	2.2957
1	0.36842	2.2957
1	0.47368	2.2957
1	0.57895	2.2957
1	0.68421	2.2957
1	0.78947	2.2957
1	0.89474	2.2957
1	1	2.2957
